,Simbolo,Volumen Negociación,Precio Ponderado,Precio Apertura,Precio Cierre,Precio Alto,Precio Bajo,Fecha,Transacciones
78,TSLA,136091667.0,303.7762,331.81,292.14,333.3333,291.6667,2022-04-26 04:00:00,1570848
79,TSLA,76956396.0,298.9936,299.5267,293.8367,306.0,292.4533,2022-04-27 04:00:00,913172
80,TSLA,124940391.0,286.282,299.9933,292.5033,300.0,273.9,2022-04-28 04:00:00,1367545
81,TSLA,88124595.0,300.3742,300.75,290.2533,311.4666,290.0,2022-04-29 04:00:00,892714
82,TSLA,75781371.0,292.3097,286.9233,300.98,302.12,282.6767,2022-05-02 04:00:00,786411
83,TSLA,63709575.0,302.8939,301.06,303.0833,308.0267,296.1967,2022-05-03 04:00:00,607314
84,TSLA,81568704.0,305.7242,301.3133,317.54,318.5,295.0933,2022-05-04 04:00:00,728806
85,TSLA,92519193.0,296.7581,313.07,291.0933,315.2,285.9,2022-05-05 04:00:00,1016720
86,TSLA,72895911.0,289.3578,295.6667,288.55,296.0,281.035,2022-05-06 04:00:00,790390
87,TSLA,90195672.0,270.0545,278.8167,262.37,281.8767,260.3833,2022-05-09 04:00:00,1135040
88,TSLA,84401631.0,266.7964,273.1033,266.68,275.12,258.0833,2022-05-10 04:00:00,894442
89,TSLA,96846759.0,255.2775,265.0,244.6667,269.9233,242.4,2022-05-11 04:00:00,1144553
90,TSLA,140312862.0,240.3228,233.6667,242.6667,253.22,226.6667,2022-05-12 04:00:00,1393017
91,TSLA,92000724.0,256.5688,257.8267,256.53,262.45,250.5217,2022-05-13 04:00:00,864581
92,TSLA,86094219.0,246.8347,255.72,241.4567,256.5867,239.6962,2022-05-16 04:00:00,844607
93,TSLA,80236110.0,250.0824,249.12,253.87,254.8267,242.95,2022-05-17 04:00:00,728839
94,TSLA,87211812.0,241.5649,248.1733,236.6033,253.5,233.6033,2022-05-18 04:00:00,888561
95,TSLA,90296673.0,237.4546,235.6667,236.4733,244.6667,231.37,2022-05-19 04:00:00,822374
96,TSLA,144926805.0,221.1671,237.9967,221.3,240.5273,211.0,2022-05-20 04:00:00,1688029
97,TSLA,88847838.0,220.9779,218.34,224.9667,226.6517,212.6867,2022-05-23 04:00:00,885446
98,TSLA,89079615.0,212.0776,217.8433,209.3867,217.9733,206.8567,2022-05-24 04:00:00,916173
99,TSLA,92139324.0,217.4007,207.95,219.6,223.1067,207.67,2022-05-25 04:00:00,773480
100,TSLA,105103344.0,231.8051,220.4733,235.91,239.5566,217.8867,2022-05-26 04:00:00,912913
101,TSLA,89296227.0,249.216,241.0833,253.21,253.2667,240.177,2022-05-27 04:00:00,780166
102,TSLA,101914371.0,253.2951,257.9467,252.7533,259.6,244.7433,2022-05-31 04:00:00,869759
